user_id,user_total_orders,user_avg_order_interval,user_std_order_interval,user_preferred_dow,user_preferred_hour,user_days_since_last_order,user_total_items,user_total_reorders,user_reorder_rate,user_unique_products,user_unique_departments,user_unique_aisles,user_avg_basket_size,cluster,segment_name
3855,16,15.875,9.844626,0,22,11.0,73,47,0.6438,26,10,20,4.56,3,Routine Convenience Buyers
3856,62,5.225806,3.2361653,4,9,0.0,794,644,0.8111,150,15,56,12.81,1,High-Value Frequent Loyalists
3857,13,7.076923,2.9286385,3,10,7.0,220,183,0.8318,37,7,11,16.92,3,Routine Convenience Buyers
3858,19,12.368421,6.8573604,0,11,19.0,277,182,0.657,95,15,43,14.58,0,Full-Pantry Bulk Shoppers
3859,4,10.5,9.949874,6,1,9.0,10,5,0.5,5,2,4,2.5,3,Routine Convenience Buyers
3860,5,12.0,12.509996,0,8,2.0,11,2,0.1818,9,4,7,2.2,3,Routine Convenience Buyers
3861,5,12.0,11.74734,1,7,16.0,62,16,0.2581,46,13,28,12.4,0,Full-Pantry Bulk Shoppers
3862,7,8.428572,9.980934,0,14,5.0,55,14,0.2545,41,11,20,7.86,3,Routine Convenience Buyers
3863,5,23.0,13.038404,6,9,30.0,18,9,0.5,9,4,7,3.6,2,Occasional / At-Risk Shoppers
3864,5,5.6,5.4129477,3,7,2.0,34,3,0.0882,31,9,15,6.8,3,Routine Convenience Buyers
3865,3,19.333334,16.772995,3,8,30.0,76,18,0.2368,58,11,26,25.33,0,Full-Pantry Bulk Shoppers
3866,3,9.333333,15.30795,0,14,1.0,20,4,0.2,16,4,9,6.67,3,Routine Convenience Buyers
3867,13,15.461538,10.405251,2,15,19.0,117,35,0.2991,82,14,38,9.0,0,Full-Pantry Bulk Shoppers
3868,7,12.428572,12.313369,1,11,7.0,167,67,0.4012,100,13,39,23.86,0,Full-Pantry Bulk Shoppers
3869,5,5.6,5.8566203,2,9,7.0,47,6,0.1277,41,10,28,9.4,3,Routine Convenience Buyers
3870,8,16.25,9.647353,0,16,13.0,44,15,0.3409,29,10,19,5.5,3,Routine Convenience Buyers
3871,4,7.0,4.690416,3,2,9.0,59,13,0.2203,46,13,34,14.75,3,Routine Convenience Buyers
3872,4,16.5,15.779734,0,14,30.0,25,3,0.12,22,4,9,6.25,2,Occasional / At-Risk Shoppers
3873,3,6.3333335,10.969655,2,11,19.0,5,1,0.2,4,2,2,1.67,3,Routine Convenience Buyers
3874,28,8.25,5.0083265,1,16,14.0,189,169,0.8942,20,8,12,6.75,1,High-Value Frequent Loyalists
3875,4,11.5,12.922848,0,10,9.0,57,11,0.193,46,10,20,14.25,3,Routine Convenience Buyers
3876,9,19.555555,10.211649,0,12,15.0,64,23,0.3594,41,12,25,7.11,2,Occasional / At-Risk Shoppers
3877,10,16.8,10.358035,1,16,15.0,88,31,0.3523,57,8,19,8.8,2,Occasional / At-Risk Shoppers
3878,9,14.777778,11.530153,0,13,7.0,89,51,0.573,38,10,24,9.89,3,Routine Convenience Buyers
3879,6,11.5,10.672395,5,13,6.0,50,21,0.42,29,8,16,8.33,3,Routine Convenience Buyers
3880,81,2.7037036,2.2385511,2,9,2.0,998,875,0.8768,123,11,37,12.32,1,High-Value Frequent Loyalists
3881,14,11.357142,9.418534,1,14,0.0,56,24,0.4286,32,7,19,4.0,3,Routine Convenience Buyers
3882,5,5.8,3.4205263,4,16,7.0,59,24,0.4068,35,13,21,11.8,3,Routine Convenience Buyers
3883,6,17.333334,14.334108,5,14,3.0,83,10,0.1205,73,14,43,13.83,0,Full-Pantry Bulk Shoppers
3884,32,9.5625,7.9633737,5,8,16.0,268,164,0.6119,104,14,39,8.38,1,High-Value Frequent Loyalists
3885,10,15.2,11.707547,2,16,30.0,39,7,0.1795,32,10,25,3.9,2,Occasional / At-Risk Shoppers
3886,17,16.352942,8.76742,6,12,7.0,64,25,0.3906,39,9,17,3.76,3,Routine Convenience Buyers
3887,3,12.666667,15.534907,0,8,8.0,31,5,0.1613,26,11,19,10.33,3,Routine Convenience Buyers
3888,28,9.928572,6.9916806,4,10,6.0,330,270,0.8182,60,13,32,11.79,1,High-Value Frequent Loyalists
3889,9,17.555555,11.159202,0,16,10.0,49,14,0.2857,35,12,20,5.44,3,Routine Convenience Buyers
3890,70,5.142857,4.9615498,1,12,3.0,336,181,0.5387,155,17,66,4.8,1,High-Value Frequent Loyalists
3891,7,12.142858,12.171395,4,12,27.0,49,11,0.2245,38,12,20,7.0,2,Occasional / At-Risk Shoppers
3892,4,14.25,13.720423,2,11,30.0,33,10,0.303,23,6,13,8.25,2,Occasional / At-Risk Shoppers
3893,5,5.6,5.0299106,1,7,11.0,45,20,0.4444,25,5,7,9.0,3,Routine Convenience Buyers
3894,5,17.6,12.759311,6,12,30.0,48,8,0.1667,40,8,18,9.6,2,Occasional / At-Risk Shoppers
3895,14,14.714286,10.140767,4,15,30.0,138,77,0.558,61,10,30,9.86,2,Occasional / At-Risk Shoppers
3896,7,15.428572,12.272696,4,10,9.0,94,52,0.5532,42,10,25,13.43,0,Full-Pantry Bulk Shoppers
3897,6,6.0,3.6331804,1,15,7.0,124,73,0.5887,51,10,23,20.67,0,Full-Pantry Bulk Shoppers
3898,5,16.8,13.479614,4,10,30.0,24,12,0.5,12,4,8,4.8,2,Occasional / At-Risk Shoppers
3899,6,14.333333,11.673331,0,11,8.0,48,14,0.2917,34,9,13,8.0,3,Routine Convenience Buyers
3900,7,15.571428,14.39742,4,9,0.0,55,10,0.1818,45,12,26,7.86,3,Routine Convenience Buyers
3901,17,14.470589,11.895995,3,14,7.0,100,40,0.4,60,12,28,5.88,3,Routine Convenience Buyers
3902,3,17.333334,15.534907,4,12,22.0,20,0,0.0,20,11,17,6.67,2,Occasional / At-Risk Shoppers
3903,8,17.875,13.653231,0,8,30.0,51,8,0.1569,43,12,28,6.38,2,Occasional / At-Risk Shoppers
3904,3,14.0,13.527749,1,14,27.0,9,0,0.0,9,7,9,3.0,2,Occasional / At-Risk Shoppers
3905,55,6.2727275,3.3414044,0,19,5.0,284,260,0.9155,24,6,13,5.16,1,High-Value Frequent Loyalists
3906,13,11.923077,9.7678175,1,17,22.0,72,19,0.2639,53,9,17,5.54,2,Occasional / At-Risk Shoppers
3907,6,14.666667,10.152176,2,11,16.0,13,5,0.3846,8,3,6,2.17,2,Occasional / At-Risk Shoppers
3908,4,6.25,7.5883684,0,0,17.0,78,27,0.3462,51,14,29,19.5,0,Full-Pantry Bulk Shoppers
3909,10,15.4,12.807983,4,12,2.0,104,37,0.3558,67,13,34,10.4,3,Routine Convenience Buyers
3910,3,17.666666,15.30795,2,20,26.0,36,16,0.4444,20,9,17,12.0,2,Occasional / At-Risk Shoppers
3911,3,13.333333,15.275252,1,11,10.0,18,4,0.2222,14,8,12,6.0,3,Routine Convenience Buyers
3912,6,12.166667,9.6626425,0,14,25.0,57,9,0.1579,48,12,25,9.5,2,Occasional / At-Risk Shoppers
3913,9,16.444445,11.917541,0,10,6.0,98,26,0.2653,72,13,30,10.89,0,Full-Pantry Bulk Shoppers
3914,3,20.0,17.320509,0,9,30.0,28,3,0.1071,25,9,17,9.33,2,Occasional / At-Risk Shoppers
3915,17,10.058824,12.193598,2,12,1.0,121,32,0.2645,89,13,40,7.12,3,Routine Convenience Buyers
3916,27,10.407408,5.16839,6,23,14.0,438,301,0.6872,137,17,54,16.22,0,Full-Pantry Bulk Shoppers
3917,6,19.5,12.517987,0,8,30.0,42,14,0.3333,28,9,14,7.0,2,Occasional / At-Risk Shoppers
3918,12,18.333334,10.464949,1,11,14.0,208,112,0.5385,96,14,40,17.33,0,Full-Pantry Bulk Shoppers
3919,15,11.6,7.287955,2,10,7.0,236,159,0.6737,77,13,31,15.73,0,Full-Pantry Bulk Shoppers
3920,32,8.53125,6.216442,2,12,3.0,77,40,0.5195,37,12,29,2.41,1,High-Value Frequent Loyalists
3921,3,14.333333,15.044379,0,8,13.0,27,5,0.1852,22,8,13,9.0,3,Routine Convenience Buyers
3922,4,18.25,14.568802,6,16,30.0,19,2,0.1053,17,7,8,4.75,2,Occasional / At-Risk Shoppers
3923,12,16.916666,13.419513,0,17,30.0,237,94,0.3966,143,14,53,19.75,0,Full-Pantry Bulk Shoppers
3924,5,11.8,13.311649,1,15,0.0,19,5,0.2632,14,6,9,3.8,3,Routine Convenience Buyers
3925,18,8.388889,8.951759,6,13,8.0,163,47,0.2883,116,13,34,9.06,3,Routine Convenience Buyers
3926,6,20.833334,12.400269,3,15,30.0,27,2,0.0741,25,10,12,4.5,2,Occasional / At-Risk Shoppers
3927,12,11.166667,7.708712,6,11,6.0,303,169,0.5578,134,15,54,25.25,0,Full-Pantry Bulk Shoppers
3928,6,8.333333,10.289153,0,13,28.0,90,44,0.4889,46,12,29,15.0,0,Full-Pantry Bulk Shoppers
3929,13,18.461538,11.565865,0,16,30.0,67,25,0.3731,42,12,23,5.15,2,Occasional / At-Risk Shoppers
3930,4,1.0,1.1547005,2,9,0.0,16,0,0.0,16,7,13,4.0,3,Routine Convenience Buyers
3931,4,18.0,13.9523,0,2,30.0,29,5,0.1724,24,8,13,7.25,2,Occasional / At-Risk Shoppers
3932,4,8.25,5.909033,3,11,14.0,52,7,0.1346,45,12,23,13.0,3,Routine Convenience Buyers
3933,3,20.0,17.320509,1,8,30.0,7,3,0.4286,4,3,4,2.33,2,Occasional / At-Risk Shoppers
3934,8,20.0,11.868325,2,13,30.0,68,29,0.4265,39,11,28,8.5,2,Occasional / At-Risk Shoppers
3935,8,14.375,13.351699,0,16,30.0,197,89,0.4518,108,16,48,24.62,0,Full-Pantry Bulk Shoppers
3936,13,15.692307,10.881059,1,6,30.0,127,59,0.4646,68,10,27,9.77,2,Occasional / At-Risk Shoppers
3937,5,20.2,12.296341,1,8,22.0,88,37,0.4205,51,13,30,17.6,0,Full-Pantry Bulk Shoppers
3938,5,13.4,10.261579,5,10,5.0,35,13,0.3714,22,9,16,7.0,3,Routine Convenience Buyers
3939,47,7.574468,3.7459815,6,10,8.0,432,282,0.6528,150,17,64,9.19,1,High-Value Frequent Loyalists
3940,11,13.090909,13.457003,4,17,30.0,90,15,0.1667,75,15,46,8.18,2,Occasional / At-Risk Shoppers
3941,5,9.0,12.124355,2,9,30.0,34,2,0.0588,32,7,15,6.8,2,Occasional / At-Risk Shoppers
3942,7,12.571428,12.394315,0,8,11.0,112,16,0.1429,96,13,39,16.0,0,Full-Pantry Bulk Shoppers
3943,7,7.857143,7.7766438,6,14,10.0,145,39,0.269,106,16,43,20.71,0,Full-Pantry Bulk Shoppers
3944,3,6.6666665,10.692677,0,12,19.0,31,4,0.129,27,14,22,10.33,3,Routine Convenience Buyers
3945,4,5.25,5.5602756,6,15,5.0,42,2,0.0476,40,12,26,10.5,3,Routine Convenience Buyers
3946,9,17.444445,12.146101,0,14,30.0,90,25,0.2778,65,14,31,10.0,2,Occasional / At-Risk Shoppers
3947,4,19.75,14.150971,3,10,30.0,23,3,0.1304,20,6,11,5.75,2,Occasional / At-Risk Shoppers
3948,10,22.3,10.349987,1,14,28.0,78,53,0.6795,25,10,15,7.8,2,Occasional / At-Risk Shoppers
3949,7,9.714286,9.4818125,4,10,14.0,16,5,0.3125,11,6,9,2.29,3,Routine Convenience Buyers
3950,33,6.4545455,4.366713,2,12,7.0,239,159,0.6653,80,17,49,7.24,1,High-Value Frequent Loyalists
3951,18,9.277778,8.702978,0,13,30.0,341,265,0.7771,76,14,36,18.94,0,Full-Pantry Bulk Shoppers
3952,6,14.166667,11.232393,0,16,17.0,25,9,0.36,16,8,9,4.17,3,Routine Convenience Buyers
3953,4,16.25,12.867919,1,13,13.0,43,9,0.2093,34,11,23,10.75,3,Routine Convenience Buyers
3954,3,17.333334,15.534907,0,16,22.0,59,22,0.3729,37,11,21,19.67,0,Full-Pantry Bulk Shoppers
3955,10,12.2,10.130262,1,16,15.0,170,81,0.4765,89,14,38,17.0,0,Full-Pantry Bulk Shoppers
3956,8,15.375,10.336309,1,14,15.0,90,26,0.2889,64,12,28,11.25,0,Full-Pantry Bulk Shoppers
3957,12,21.333334,9.920899,0,17,30.0,58,39,0.6724,19,7,12,4.83,2,Occasional / At-Risk Shoppers
3958,16,17.9375,10.023098,0,11,8.0,156,55,0.3526,101,15,43,9.75,0,Full-Pantry Bulk Shoppers
3959,3,20.0,17.320509,5,16,30.0,64,15,0.2344,49,10,21,21.33,0,Full-Pantry Bulk Shoppers
3960,99,2.8888888,1.7136242,2,8,5.0,560,476,0.85,84,14,41,5.66,1,High-Value Frequent Loyalists
3961,7,12.0,12.649111,2,6,30.0,59,13,0.2203,46,8,21,8.43,2,Occasional / At-Risk Shoppers
3962,9,11.444445,9.08448,2,18,19.0,57,27,0.4737,30,10,16,6.33,3,Routine Convenience Buyers
3963,7,12.428572,9.710083,0,18,7.0,91,34,0.3736,57,11,27,13.0,3,Routine Convenience Buyers
3964,59,5.3050847,2.884287,2,9,5.0,631,444,0.7036,187,18,59,10.69,1,High-Value Frequent Loyalists
3965,12,19.5,10.782983,6,14,6.0,157,94,0.5987,63,9,25,13.08,0,Full-Pantry Bulk Shoppers
3966,12,12.916667,11.163727,0,8,16.0,292,93,0.3185,199,17,68,24.33,0,Full-Pantry Bulk Shoppers
3967,16,17.4375,10.321297,0,10,7.0,228,143,0.6272,85,12,30,14.25,0,Full-Pantry Bulk Shoppers
3968,13,19.461538,10.453193,1,16,30.0,133,36,0.2707,97,15,40,10.23,2,Occasional / At-Risk Shoppers
3969,8,7.875,4.1554613,0,7,13.0,109,55,0.5046,54,12,28,13.62,0,Full-Pantry Bulk Shoppers
3970,10,16.0,12.578642,4,9,30.0,126,43,0.3413,83,12,32,12.6,2,Occasional / At-Risk Shoppers
3971,23,14.869565,7.9789743,5,8,26.0,216,144,0.6667,72,11,33,9.39,0,Full-Pantry Bulk Shoppers
3972,3,8.333333,9.712535,1,6,19.0,56,11,0.1964,45,11,27,18.67,0,Full-Pantry Bulk Shoppers
3973,7,10.857142,7.7551827,1,11,6.0,61,16,0.2623,45,7,18,8.71,3,Routine Convenience Buyers
3974,48,7.125,5.3300633,6,15,6.0,617,386,0.6256,231,16,70,12.85,1,High-Value Frequent Loyalists
3975,3,6.6666665,9.073771,1,8,17.0,7,3,0.4286,4,4,4,2.33,3,Routine Convenience Buyers
3976,12,6.25,2.73446,6,17,4.0,139,61,0.4388,78,17,47,11.58,0,Full-Pantry Bulk Shoppers
3977,9,11.666667,14.008925,1,8,0.0,44,12,0.2727,32,7,14,4.89,3,Routine Convenience Buyers
3978,3,11.333333,13.316656,0,10,26.0,18,3,0.1667,15,6,10,6.0,2,Occasional / At-Risk Shoppers
3979,24,5.5,3.2437232,4,17,11.0,170,86,0.5059,84,11,39,7.08,3,Routine Convenience Buyers
3980,39,9.0,5.8893304,0,20,5.0,91,58,0.6374,33,10,21,2.33,1,High-Value Frequent Loyalists
3981,9,16.0,11.202679,6,12,12.0,73,25,0.3425,48,13,28,8.11,3,Routine Convenience Buyers
3982,7,12.571428,11.252513,1,16,20.0,45,17,0.3778,28,13,21,6.43,3,Routine Convenience Buyers
3983,9,23.333334,11.445523,2,10,30.0,17,10,0.5882,7,3,6,1.89,2,Occasional / At-Risk Shoppers
3984,6,12.0,10.917875,4,19,28.0,23,15,0.6522,8,4,5,3.83,2,Occasional / At-Risk Shoppers
3985,45,4.733333,3.5700777,5,12,4.0,281,178,0.6335,103,12,43,6.24,1,High-Value Frequent Loyalists
3986,3,7.3333335,12.701706,3,8,22.0,18,4,0.2222,14,6,10,6.0,3,Routine Convenience Buyers
3987,6,4.0,3.847077,2,12,4.0,6,5,0.8333,1,1,1,1.0,3,Routine Convenience Buyers
3988,11,19.0,13.190906,0,11,30.0,62,20,0.3226,42,10,21,5.64,2,Occasional / At-Risk Shoppers
3989,22,8.954545,7.6499443,3,13,3.0,207,95,0.4589,112,14,41,9.41,3,Routine Convenience Buyers
3990,26,11.692307,10.248002,5,13,30.0,334,218,0.6527,116,17,41,12.85,0,Full-Pantry Bulk Shoppers
3991,13,11.923077,8.371196,1,23,13.0,121,64,0.5289,57,13,24,9.31,0,Full-Pantry Bulk Shoppers
3992,12,24.083334,9.22899,4,7,16.0,40,22,0.55,18,10,13,3.33,2,Occasional / At-Risk Shoppers
3993,17,12.6470585,10.136205,6,13,8.0,200,65,0.325,135,15,55,11.76,0,Full-Pantry Bulk Shoppers
3994,10,13.9,7.866243,0,10,9.0,91,44,0.4835,47,11,26,9.1,3,Routine Convenience Buyers
3995,4,6.75,5.7373047,1,9,14.0,9,5,0.5556,4,1,2,2.25,3,Routine Convenience Buyers
3996,14,16.785715,10.024421,6,11,30.0,132,78,0.5909,54,14,33,9.43,0,Full-Pantry Bulk Shoppers
3997,3,13.666667,11.846237,0,9,21.0,23,4,0.1739,19,10,15,7.67,2,Occasional / At-Risk Shoppers
3998,6,10.333333,11.910779,5,11,5.0,18,5,0.2778,13,7,10,3.0,3,Routine Convenience Buyers
3999,12,15.25,10.046483,1,19,18.0,178,92,0.5169,86,13,40,14.83,0,Full-Pantry Bulk Shoppers
4000,42,7.2380953,6.770847,2,7,30.0,169,79,0.4675,90,13,40,4.02,1,High-Value Frequent Loyalists
4001,22,9.227273,6.774826,3,12,11.0,74,54,0.7297,20,7,11,3.36,3,Routine Convenience Buyers
4002,22,11.954545,7.2076497,1,15,20.0,381,261,0.685,120,14,48,17.32,0,Full-Pantry Bulk Shoppers
4003,5,9.6,7.893035,5,10,14.0,27,9,0.3333,18,5,9,5.4,3,Routine Convenience Buyers
4004,36,9.805555,4.8979263,1,19,21.0,269,161,0.5985,108,10,36,7.47,1,High-Value Frequent Loyalists
4005,3,7.3333335,6.658328,1,10,13.0,15,2,0.1333,13,6,10,5.0,3,Routine Convenience Buyers
4006,42,6.0,5.8058004,1,9,5.0,309,188,0.6084,121,12,41,7.36,1,High-Value Frequent Loyalists
4007,9,18.666666,10.259142,4,14,8.0,121,41,0.3388,80,14,46,13.44,0,Full-Pantry Bulk Shoppers
4008,23,12.391304,6.834,4,11,13.0,58,37,0.6379,21,6,14,2.52,3,Routine Convenience Buyers
4009,9,12.666667,11.29159,5,14,5.0,40,7,0.175,33,11,22,4.44,3,Routine Convenience Buyers
4010,7,20.285715,11.586117,2,10,30.0,56,33,0.5893,23,3,7,8.0,2,Occasional / At-Risk Shoppers
4011,3,5.0,4.582576,1,13,6.0,15,4,0.2667,11,6,7,5.0,3,Routine Convenience Buyers
4012,13,13.923077,8.450459,1,11,30.0,164,77,0.4695,87,14,48,12.62,0,Full-Pantry Bulk Shoppers
4013,9,10.777778,9.53648,0,13,22.0,40,24,0.6,16,7,13,4.44,3,Routine Convenience Buyers
4014,24,6.375,3.7856996,6,10,5.0,224,102,0.4554,122,14,36,9.33,1,High-Value Frequent Loyalists
4015,4,14.0,12.543259,5,7,16.0,45,18,0.4,27,3,7,11.25,3,Routine Convenience Buyers
4016,4,15.5,13.203535,0,14,22.0,5,3,0.6,2,2,2,1.25,2,Occasional / At-Risk Shoppers
4017,3,20.0,17.320509,0,14,30.0,24,0,0.0,24,7,15,8.0,2,Occasional / At-Risk Shoppers
4018,5,11.8,11.322544,0,9,14.0,17,6,0.3529,11,3,7,3.4,3,Routine Convenience Buyers
4019,7,17.428572,9.710083,1,10,22.0,15,5,0.3333,10,5,7,2.14,2,Occasional / At-Risk Shoppers
4020,3,20.0,17.320509,6,9,30.0,6,1,0.1667,5,3,4,2.0,2,Occasional / At-Risk Shoppers
4021,42,7.285714,3.5011199,5,19,7.0,160,135,0.8438,25,10,18,3.81,1,High-Value Frequent Loyalists
4022,14,17.142857,10.995503,1,16,30.0,143,89,0.6224,54,12,33,10.21,2,Occasional / At-Risk Shoppers
4023,13,18.76923,10.615664,4,10,7.0,167,82,0.491,85,12,38,12.85,0,Full-Pantry Bulk Shoppers
4024,33,9.787879,7.410961,1,9,8.0,138,92,0.6667,46,10,22,4.18,1,High-Value Frequent Loyalists
4025,3,4.3333335,6.658328,0,12,1.0,10,0,0.0,10,4,7,3.33,3,Routine Convenience Buyers
4026,18,8.666667,6.211943,5,10,5.0,77,28,0.3636,49,10,23,4.28,3,Routine Convenience Buyers
4027,17,12.3529415,8.477479,1,17,12.0,87,53,0.6092,34,9,19,5.12,3,Routine Convenience Buyers
4028,11,19.272728,13.000699,5,12,30.0,26,19,0.7308,7,2,4,2.36,2,Occasional / At-Risk Shoppers
4029,9,13.777778,8.273116,2,12,30.0,121,32,0.2645,89,13,37,13.44,0,Full-Pantry Bulk Shoppers
4030,40,7.875,6.2231474,0,15,10.0,324,211,0.6512,113,15,45,8.1,1,High-Value Frequent Loyalists
4031,9,14.111111,9.279607,0,16,14.0,24,16,0.6667,8,3,5,2.67,3,Routine Convenience Buyers
4032,6,17.166666,13.392784,5,17,27.0,42,4,0.0952,38,13,26,7.0,2,Occasional / At-Risk Shoppers
4033,4,17.5,12.583057,4,17,30.0,39,9,0.2308,30,11,18,9.75,2,Occasional / At-Risk Shoppers
4034,3,9.333333,8.144527,6,0,15.0,59,26,0.4407,33,13,21,19.67,0,Full-Pantry Bulk Shoppers
4035,11,15.909091,11.579762,3,10,26.0,136,37,0.2721,99,12,25,12.36,2,Occasional / At-Risk Shoppers
4036,5,18.8,12.3773985,1,12,30.0,41,4,0.0976,37,3,12,8.2,2,Occasional / At-Risk Shoppers
4037,6,8.0,9.528903,3,8,22.0,47,10,0.2128,37,10,21,7.83,3,Routine Convenience Buyers
4038,15,8.4,5.3559046,0,15,7.0,227,142,0.6256,85,12,35,15.13,0,Full-Pantry Bulk Shoppers
4039,4,15.25,14.080128,3,7,24.0,6,3,0.5,3,3,3,1.5,2,Occasional / At-Risk Shoppers
4040,19,10.789474,8.947867,6,0,6.0,137,48,0.3504,89,14,41,7.21,3,Routine Convenience Buyers
4041,27,11.185185,7.3224473,3,11,14.0,339,165,0.4867,174,15,69,12.56,0,Full-Pantry Bulk Shoppers
4042,6,16.5,10.59717,0,13,30.0,30,6,0.2,24,11,17,5.0,2,Occasional / At-Risk Shoppers
4043,5,5.6,3.2093613,6,9,7.0,75,25,0.3333,50,14,31,15.0,0,Full-Pantry Bulk Shoppers
4044,31,10.580646,8.353739,5,11,30.0,70,57,0.8143,13,7,11,2.26,2,Occasional / At-Risk Shoppers
4045,4,13.5,11.2101145,0,7,11.0,46,10,0.2174,36,9,17,11.5,3,Routine Convenience Buyers
4046,8,17.375,13.679364,1,11,30.0,60,23,0.3833,37,11,23,7.5,2,Occasional / At-Risk Shoppers
4047,5,11.2,7.8549347,1,2,8.0,71,36,0.507,35,9,15,14.2,3,Routine Convenience Buyers
4048,20,13.9,10.432238,2,11,15.0,300,182,0.6067,118,11,30,15.0,0,Full-Pantry Bulk Shoppers
4049,3,2.0,2.0,1,16,4.0,48,13,0.2708,35,13,23,16.0,3,Routine Convenience Buyers
4050,28,11.428572,10.792414,4,18,6.0,187,107,0.5722,80,14,38,6.68,1,High-Value Frequent Loyalists
4051,8,14.375,13.351699,2,18,5.0,113,49,0.4336,64,15,38,14.12,0,Full-Pantry Bulk Shoppers
4052,5,10.6,11.991664,2,16,14.0,38,9,0.2368,29,6,15,7.6,3,Routine Convenience Buyers
4053,11,22.727272,9.59261,0,13,20.0,258,153,0.593,105,13,42,23.45,0,Full-Pantry Bulk Shoppers
4054,24,14.791667,7.529531,4,10,22.0,337,199,0.5905,138,14,51,14.04,0,Full-Pantry Bulk Shoppers
4055,9,15.111111,10.682281,6,6,30.0,47,19,0.4043,28,11,18,5.22,2,Occasional / At-Risk Shoppers
4056,9,6.0,2.4494898,6,9,5.0,139,57,0.4101,82,14,44,15.44,0,Full-Pantry Bulk Shoppers
4057,7,21.571428,13.138456,0,12,30.0,91,34,0.3736,57,13,28,13.0,2,Occasional / At-Risk Shoppers
4058,4,22.5,15.0,0,11,30.0,59,25,0.4237,34,10,18,14.75,2,Occasional / At-Risk Shoppers
4059,7,15.714286,14.545495,0,14,30.0,133,31,0.2331,102,13,48,19.0,0,Full-Pantry Bulk Shoppers
4060,3,2.6666667,3.0550504,1,11,6.0,36,6,0.1667,30,10,20,12.0,3,Routine Convenience Buyers
4061,4,18.75,14.361406,4,6,15.0,46,13,0.2826,33,9,19,11.5,2,Occasional / At-Risk Shoppers
4062,3,8.333333,11.150486,3,9,4.0,34,8,0.2353,26,10,19,11.33,3,Routine Convenience Buyers
4063,12,8.833333,5.2886386,5,10,14.0,112,44,0.3929,68,13,35,9.33,3,Routine Convenience Buyers
4064,9,22.11111,9.790869,0,10,19.0,69,31,0.4493,38,10,24,7.67,2,Occasional / At-Risk Shoppers
4065,4,20.25,14.150971,0,1,21.0,30,2,0.0667,28,10,17,7.5,2,Occasional / At-Risk Shoppers
4066,6,11.333333,6.8313007,4,16,15.0,53,6,0.1132,47,12,31,8.83,3,Routine Convenience Buyers
4067,70,4.6571426,5.628308,3,10,1.0,361,187,0.518,174,15,54,5.16,1,High-Value Frequent Loyalists
4068,5,21.0,13.416408,2,11,15.0,46,11,0.2391,35,12,26,9.2,2,Occasional / At-Risk Shoppers
4069,28,9.678572,8.709525,1,11,7.0,100,74,0.74,26,6,14,3.57,3,Routine Convenience Buyers
4070,3,20.0,17.320509,0,13,30.0,7,0,0.0,7,2,6,2.33,2,Occasional / At-Risk Shoppers
4071,14,17.428572,11.8368025,0,12,0.0,208,97,0.4663,111,15,45,14.86,0,Full-Pantry Bulk Shoppers
4072,70,5.1,2.638346,1,9,7.0,604,386,0.6391,218,15,54,8.63,1,High-Value Frequent Loyalists
4073,17,15.823529,10.5311165,4,7,11.0,56,28,0.5,28,9,16,3.29,3,Routine Convenience Buyers
4074,21,9.0,6.2128897,4,9,28.0,128,82,0.6406,46,3,7,6.1,2,Occasional / At-Risk Shoppers
4075,8,5.75,9.573028,0,10,1.0,40,6,0.15,34,7,13,5.0,3,Routine Convenience Buyers
4076,47,7.319149,4.1183915,3,20,12.0,550,354,0.6436,196,17,64,11.7,1,High-Value Frequent Loyalists
4077,10,19.3,10.2529125,0,14,13.0,65,34,0.5231,31,8,16,6.5,2,Occasional / At-Risk Shoppers
4078,12,12.083333,8.554194,5,19,15.0,113,57,0.5044,56,12,31,9.42,3,Routine Convenience Buyers
4079,4,4.25,4.7169905,0,18,3.0,33,4,0.1212,29,9,21,8.25,3,Routine Convenience Buyers
4080,15,9.2,8.3255205,0,6,5.0,47,24,0.5106,23,10,14,3.13,3,Routine Convenience Buyers
4081,9,19.222221,11.23363,0,14,20.0,40,5,0.125,35,8,19,4.44,2,Occasional / At-Risk Shoppers
4082,20,16.3,10.775703,2,13,15.0,130,43,0.3308,87,15,41,6.5,0,Full-Pantry Bulk Shoppers
4083,10,17.6,11.432896,1,9,24.0,91,50,0.5495,41,13,24,9.1,0,Full-Pantry Bulk Shoppers
4084,10,18.8,9.413938,0,10,19.0,154,63,0.4091,91,14,40,15.4,0,Full-Pantry Bulk Shoppers
4085,13,13.692307,9.646974,5,17,7.0,109,46,0.422,63,12,34,8.38,3,Routine Convenience Buyers
4086,9,18.555555,10.771619,6,8,21.0,50,15,0.3,35,8,16,5.56,2,Occasional / At-Risk Shoppers
4087,45,7.9333334,5.0380373,0,20,11.0,459,367,0.7996,92,15,46,10.2,1,High-Value Frequent Loyalists
4088,3,20.0,17.320509,6,11,30.0,3,2,0.6667,1,1,1,1.0,2,Occasional / At-Risk Shoppers
4089,7,22.428572,11.399666,0,16,27.0,66,33,0.5,33,8,19,9.43,2,Occasional / At-Risk Shoppers
4090,53,6.811321,5.360312,1,12,1.0,880,633,0.7193,247,17,73,16.6,1,High-Value Frequent Loyalists
4091,15,16.2,10.81137,1,13,18.0,103,31,0.301,72,16,28,6.87,0,Full-Pantry Bulk Shoppers
